Episode,Steps Done,Epsilon,Instant Reward,Cummulative Reward
248,104,4.106736666236038,11006.240171047773,5520487.163158118
249,299,4.106736666236038,24108.857172746822,5544596.020330865
250,291,4.106736666236038,2284.161932072291,5546880.182262938
251,299,3.9013998329242354,19304.33972552027,5566184.521988458
252,299,3.9013998329242354,21410.775700353493,5587595.297688811
253,299,3.9013998329242354,26778.95425723966,5614374.251946051
254,299,3.9013998329242354,23798.869155404183,5638173.121101455
255,299,3.9013998329242354,22722.373669928467,5660895.494771384
256,153,3.9013998329242354,14261.173458657635,5675156.668230041
257,299,3.9013998329242354,24538.788514803113,5699695.456744844
258,299,3.9013998329242354,25792.143513180916,5725487.600258025
259,299,3.9013998329242354,27391.02847230366,5752878.628730329
260,299,3.9013998329242354,23151.909110381683,5776030.53784071
261,200,3.9013998329242354,6407.645647913516,5782438.183488623
262,299,3.9013998329242354,23325.57939427207,5805763.762882896
263,33,3.9013998329242354,4830.652676090347,5810594.415558986
264,299,3.9013998329242354,29175.507793653695,5839769.92335264
265,299,3.9013998329242354,24708.28925300368,5864478.212605644
266,299,3.9013998329242354,22687.917710034155,5887166.130315678
267,299,3.9013998329242354,26995.61757955458,5914161.747895232
268,299,3.9013998329242354,25277.033341651757,5939438.781236884
269,299,3.9013998329242354,-37288.26165081015,5902150.519586074
270,11,3.9013998329242354,2642.8148989720125,5904793.334485047
271,299,3.9013998329242354,26516.546354600676,5931309.880839647
272,299,3.9013998329242354,21646.131892667465,5952956.012732314
273,77,3.9013998329242354,8649.559945058878,5961605.572677373
274,299,3.9013998329242354,23419.4102653087,5985024.982942682
275,188,3.9013998329242354,18986.95947973941,6004011.942422421
276,299,3.9013998329242354,24252.729014737375,6028264.671437158
277,299,3.9013998329242354,17878.090227236597,6046142.761664395
278,299,3.9013998329242354,22505.510735284086,6068648.27239968
279,299,3.9013998329242354,25541.829769481574,6094190.102169162
280,85,3.9013998329242354,10003.03595057383,6104193.138119736
281,16,3.9013998329242354,3190.446257960758,6107383.584377697
282,238,3.9013998329242354,11464.209169264741,6118847.793546962
283,299,3.9013998329242354,27253.978503722294,6146101.772050684
284,299,3.9013998329242354,22752.133216833725,6168853.905267518
285,299,3.9013998329242354,24139.581592917228,6192993.486860435
286,179,3.9013998329242354,17278.73718434566,6210272.224044781
287,75,3.9013998329242354,-2745.249228730723,6207526.97481605
288,299,3.9013998329242354,25746.41683084377,6233273.391646894
289,23,3.9013998329242354,3766.620607167453,6237040.012254061
290,299,3.9013998329242354,19510.050691161745,6256550.0629452225
291,31,3.9013998329242354,4190.0073582231835,6260740.070303446
292,299,3.9013998329242354,25434.853592638014,6286174.923896084
293,32,3.9013998329242354,4817.998398816188,6290992.9222949
294,127,3.9013998329242354,13653.589409318034,6304646.511704218
295,299,3.9013998329242354,25930.426339231446,6330576.938043449
296,35,3.9013998329242354,5258.0720379872755,6335835.0100814365
297,183,3.9013998329242354,18060.085007008096,6353895.095088445
298,299,3.9013998329242354,25123.189852550502,6379018.284940995
299,299,3.9013998329242354,27548.9076394968,6406567.192580492
300,258,3.9013998329242354,8692.231192978463,6415259.42377347
301,299,3.7063298412780235,18728.10780057995,6433987.53157405
302,23,3.7063298412780235,3806.9360269870804,6437794.467601037
303,283,3.7063298412780235,14037.942706076847,6451832.410307113
304,299,3.7063298412780235,27277.603713607015,6479110.0140207205
305,299,3.7063298412780235,15155.014055803913,6494265.028076525
306,299,3.7063298412780235,24341.940457029796,6518606.968533555
307,299,3.7063298412780235,23414.43561512088,6542021.4041486755
308,299,3.7063298412780235,28183.62487231486,6570205.02902099
309,114,3.7063298412780235,9542.89492322514,6579747.923944215
310,237,3.7063298412780235,3129.475146516752,6582877.399090732
311,105,3.7063298412780235,-1244.6031078842298,6581632.795982848
312,299,3.7063298412780235,26989.312163453807,6608622.1081463015
313,299,3.7063298412780235,24970.942595868364,6633593.05074217
314,29,3.7063298412780235,4587.696985036088,6638180.747727206
315,299,3.7063298412780235,20608.49028673069,6658789.238013936
316,95,3.7063298412780235,10332.57543617731,6669121.813450114
317,299,3.7063298412780235,22956.526464282513,6692078.339914396
318,31,3.7063298412780235,4747.409098473131,6696825.74901287
319,70,3.7063298412780235,7150.131844638744,6703975.880857509
320,299,3.7063298412780235,27100.137478927023,6731076.018336436
321,299,3.7063298412780235,21834.168283839525,6752910.1866202755
322,299,3.7063298412780235,25417.774081990927,6778327.960702267
323,113,3.7063298412780235,10988.669440864456,6789316.630143131
324,299,3.7063298412780235,23501.398166948766,6812818.02831008
325,299,3.7063298412780235,23441.37358627729,6836259.401896358
326,0,3.7063298412780235,-10000.0,6826259.401896358
327,56,3.7063298412780235,6531.921607751252,6832791.323504109
328,0,3.7063298412780235,-10000.0,6822791.323504109
329,0,3.7063298412780235,-10000.0,6812791.323504109
330,278,3.7063298412780235,12839.898179982167,6825631.221684091
331,0,3.7063298412780235,-10000.0,6815631.221684091
332,236,3.7063298412780235,10690.755382192277,6826321.977066283
333,299,3.7063298412780235,21622.75032561785,6847944.727391901
334,299,3.7063298412780235,23479.338539468074,6871424.06593137
335,38,3.7063298412780235,4842.386607952522,6876266.452539322
336,196,3.7063298412780235,14119.453870982685,6890385.906410305
337,237,3.7063298412780235,-1352.6019721834273,6889033.304438122
338,299,3.7063298412780235,22206.134469054596,6911239.438907176
339,98,3.7063298412780235,4404.135821517069,6915643.574728693
340,299,3.7063298412780235,20949.549556989932,6936593.124285683
341,299,3.7063298412780235,24114.23177446396,6960707.356060147
342,299,3.7063298412780235,24850.164583687063,6985557.520643834
343,19,3.7063298412780235,3715.8119939844073,6989273.3326378185
344,299,3.7063298412780235,25711.20194052245,7014984.534578341
345,151,3.7063298412780235,13637.97251512794,7028622.507093469
346,127,3.7063298412780235,973.4796381916512,7029595.986731661
347,299,3.7063298412780235,17119.90843270936,7046715.89516437
348,299,3.7063298412780235,10089.176541323499,7056805.071705693
349,42,3.7063298412780235,5680.252162824003,7062485.323868518
350,284,3.7063298412780235,16593.257060341253,7079078.580928859
351,299,3.521013349214122,21917.27188672761,7100995.852815587
352,177,3.521013349214122,18357.502127976833,7119353.354943564
353,104,3.521013349214122,11265.519162697912,7130618.874106262
354,0,3.521013349214122,-10000.0,7120618.874106262
355,237,3.521013349214122,9452.788216935714,7130071.662323197
356,299,3.521013349214122,21510.56624098293,7151582.22856418
357,299,3.521013349214122,25303.21432030716,7176885.442884488
358,230,3.521013349214122,21747.0392004617,7198632.4820849495
359,299,3.521013349214122,26973.77201040962,7225606.254095359
360,299,3.521013349214122,19190.615954733603,7244796.870050092
361,299,3.521013349214122,24361.938750159996,7269158.808800252
362,267,3.521013349214122,24847.000219878795,7294005.809020131
363,299,3.521013349214122,29749.105744568787,7323754.9147646995
364,299,3.521013349214122,14240.11864158897,7337995.033406288
365,299,3.521013349214122,25703.229249149208,7363698.262655438
366,139,3.521013349214122,12450.51216325507,7376148.774818693
367,131,3.521013349214122,13937.010068180396,7390085.784886873
368,16,3.521013349214122,3157.991941436255,7393243.7768283095
369,249,3.521013349214122,23082.289841901413,7416326.066670211
370,299,3.521013349214122,18285.534197842913,7434611.600868054
371,299,3.521013349214122,26392.450141572284,7461004.051009626
372,299,3.521013349214122,26706.60940414612,7487710.660413772
373,0,3.521013349214122,-10000.0,7477710.660413772
374,0,3.521013349214122,-10000.0,7467710.660413772
375,0,3.521013349214122,-10000.0,7457710.660413772
376,0,3.521013349214122,-10000.0,7447710.660413772
377,0,3.521013349214122,-10000.0,7437710.660413772
378,0,3.521013349214122,-10000.0,7427710.660413772
379,0,3.521013349214122,-10000.0,7417710.660413772
380,0,3.521013349214122,-10000.0,7407710.660413772
381,0,3.521013349214122,-10000.0,7397710.660413772
382,0,3.521013349214122,-10000.0,7387710.660413772
383,233,3.521013349214122,12036.9161733441,7399747.576587116
384,299,3.521013349214122,15706.757290106676,7415454.333877223
385,299,3.521013349214122,24639.964150487784,7440094.29802771
386,144,3.521013349214122,14472.901835832057,7454567.199863542
387,299,3.521013349214122,28104.28194773298,7482671.481811275
388,36,3.521013349214122,4808.782260086553,7487480.264071361
389,299,3.521013349214122,27645.907016477413,7515126.171087839
390,187,3.521013349214122,17884.468752269942,7533010.639840108
391,299,3.521013349214122,27532.20077876719,7560542.840618876
392,299,3.521013349214122,24522.283784318985,7585065.1244031945
393,299,3.521013349214122,22717.820094544684,7607782.944497739
394,299,3.521013349214122,22526.380936382793,7630309.325434121
395,54,3.521013349214122,-4975.441584750584,7625333.88384937
396,299,3.521013349214122,27896.691535653263,7653230.575385024
397,299,3.521013349214122,23171.05884941415,7676401.634234438
398,299,3.521013349214122,16173.348799901754,7692574.98303434
399,299,3.521013349214122,23239.37279576919,7715814.355830109
400,176,3.521013349214122,4309.939415110461,7720124.295245219
401,30,3.3449626817534157,4959.6736878020565,7725083.968933021
402,299,3.3449626817534157,27821.976164722746,7752905.9450977435
403,299,3.3449626817534157,24587.790047442242,7777493.735145186
404,187,3.3449626817534157,5741.720601349596,7783235.455746535
405,44,3.3449626817534157,5731.028726644895,7788966.48447318
406,13,3.3449626817534157,2961.035875027621,7791927.520348208
407,190,3.3449626817534157,13627.98374107756,7805555.504089286
408,81,3.3449626817534157,9798.078747037987,7815353.582836323
409,299,3.3449626817534157,23392.030779225486,7838745.613615549
410,299,3.3449626817534157,29658.456726861757,7868404.070342411
411,299,3.3449626817534157,25719.63252763058,7894123.702870042
412,299,3.3449626817534157,28610.02512208315,7922733.727992125
413,299,3.3449626817534157,22409.065491647325,7945142.793483772
414,299,3.3449626817534157,25730.40563152872,7970873.1991153015
415,299,3.3449626817534157,25285.65055219098,7996158.849667492
416,119,3.3449626817534157,13735.615382913056,8009894.465050406
417,254,3.3449626817534157,18724.186239289353,8028618.651289695
418,299,3.3449626817534157,26161.937535447087,8054780.588825142
419,299,3.3449626817534157,9963.519277690359,8064744.108102832
420,247,3.3449626817534157,9125.332181034475,8073869.440283867
421,299,3.3449626817534157,27763.768902847587,8101633.209186714
422,299,3.3449626817534157,22211.834323727817,8123845.043510442
423,299,3.3449626817534157,23339.863812763193,8147184.907323205
424,287,3.3449626817534157,9686.911399178804,8156871.818722384
425,62,3.3449626817534157,7785.546307794365,8164657.365030179
426,229,3.3449626817534157,5410.362189345884,8170067.727219525
427,165,3.3449626817534157,16183.568175554248,8186251.295395079
428,299,3.3449626817534157,25286.694596876747,8211537.989991955
429,166,3.3449626817534157,18618.895805505406,8230156.885797461
430,299,3.3449626817534157,28577.132888169363,8258734.01868563
431,25,3.3449626817534157,3632.3393088726425,8262366.357994502
432,47,3.3449626817534157,6507.984240439154,8268874.342234941
433,70,3.3449626817534157,8381.966595693717,8277256.308830635
434,228,3.3449626817534157,23807.448310568758,8301063.757141204
435,11,3.3449626817534157,2775.485834356853,8303839.24297556
436,299,3.3449626817534157,23426.634024366813,8327265.876999927
437,299,3.3449626817534157,24843.29528884472,8352109.172288772
438,58,3.3449626817534157,6576.552675096723,8358685.724963868
439,299,3.3449626817534157,28101.400044349368,8386787.125008217
440,299,3.3449626817534157,24393.726107742288,8411180.851115959
441,61,3.3449626817534157,8035.984712819246,8419216.835828777
442,299,3.3449626817534157,29041.18155212101,8448258.017380899
443,299,3.3449626817534157,21563.301847853603,8469821.319228752
444,143,3.3449626817534157,14170.594067481268,8483991.913296232
445,299,3.3449626817534157,27158.41147537739,8511150.32477161
446,81,3.3449626817534157,7433.434919493797,8518583.759691102
447,299,3.3449626817534157,27003.77493901685,8545587.53463012
448,299,3.3449626817534157,24410.20102266527,8569997.735652786
449,194,3.3449626817534157,17628.93940733293,8587626.67506012
450,299,3.3449626817534157,22982.790728312015,8610609.465788431
451,299,3.1777145476657447,28186.742249889703,8638796.20803832
452,299,3.1777145476657447,25880.119114707413,8664676.327153029
453,180,3.1777145476657447,18525.040829030462,8683201.36798206
454,15,3.1777145476657447,3061.9810382466912,8686263.349020306
455,299,3.1777145476657447,27030.791582519458,8713294.140602825
456,71,3.1777145476657447,4814.4427015608235,8718108.583304387
457,299,3.1777145476657447,27522.384346913568,8745630.9676513
458,299,3.1777145476657447,20412.242505136528,8766043.210156437
459,299,3.1777145476657447,28331.692970095053,8794374.903126532
460,299,3.1777145476657447,20482.83968325823,8814857.742809791
461,299,3.1777145476657447,25520.163412236965,8840377.906222029
462,255,3.1777145476657447,5290.20609306265,8845668.112315092
463,299,3.1777145476657447,24022.462656782813,8869690.574971875
464,299,3.1777145476657447,24693.444480553255,8894384.019452428
465,115,3.1777145476657447,11790.109943353675,8906174.129395783
466,299,3.1777145476657447,23931.718600003824,8930105.847995786
467,299,3.1777145476657447,21869.16242895315,8951975.010424739
468,279,3.1777145476657447,16498.607509672016,8968473.617934411
469,119,3.1777145476657447,12968.70362962514,8981442.321564037
470,76,3.1777145476657447,9061.67327220184,8990503.99483624
471,299,3.1777145476657447,25254.144172951124,9015758.13900919
472,299,3.1777145476657447,24958.179248708064,9040716.318257898
473,299,3.1777145476657447,23619.6736668674,9064335.991924765
474,299,3.1777145476657447,25556.61675297203,9089892.608677737
475,299,3.1777145476657447,23886.286290461627,9113778.894968199
476,291,3.1777145476657447,28137.850081194967,9141916.745049393
477,299,3.1777145476657447,23316.295689188133,9165233.04073858
478,19,3.1777145476657447,3366.609027555135,9168599.649766136
479,98,3.1777145476657447,9811.759567804022,9178411.40933394
480,299,3.1777145476657447,24206.3679148829,9202617.777248824
481,299,3.1777145476657447,26541.334332638777,9229159.111581463
482,299,3.1777145476657447,30951.054747432394,9260110.166328896
483,299,3.1777145476657447,21270.086348125405,9281380.252677022
484,299,3.1777145476657447,17995.956015475927,9299376.208692497
485,299,3.1777145476657447,21998.04185160475,9321374.250544101
486,166,3.1777145476657447,17145.508945195026,9338519.759489296
487,136,3.1777145476657447,14563.6504660219,9353083.409955317
488,53,3.1777145476657447,6878.962734314551,9359962.37268963
489,299,3.1777145476657447,23872.998302421798,9383835.370992053
490,299,3.1777145476657447,25178.147288120228,9409013.518280173
491,108,3.1777145476657447,-169.3160378526918,9408844.20224232
492,299,3.1777145476657447,26044.76880078544,9434888.971043106
493,299,3.1777145476657447,23809.122925957534,9458698.093969064
494,299,3.1777145476657447,16275.909060680748,9474974.003029745
495,299,3.1777145476657447,26527.154639984183,9501501.157669729
496,299,3.1777145476657447,25411.628200059753,9526912.785869788
497,299,3.1777145476657447,18680.919921450703,9545593.705791239
498,299,3.1777145476657447,26057.40443676743,9571651.110228006
499,213,3.1777145476657447,5189.900696326053,9576841.010924332
