7,-4482.5885378874555,0
3,-3119.551249779365,0
5,-3030.181512715039,0
4,-3071.025887224007,0
2,-4057.585488933043,0
5,-2660.0,0
1,65.00588255649689,0
1,-2202.81637909291,0
7,-2556.560189003967,0
5,-2216.3934668736056,0
4,-3565.9500837785154,0
6,-5013.940566061788,0
3,-4121.067822785741,0
2,-2898.689359003479,0
2,-2828.0028288528993,0
2,-3014.697331408246,0
10,-3589.8746496221843,0
6,-2350.319127267614,0
4,-2726.3161958951127,0
4,-1095.0799057603056,0
10,-2772.796422386613,0
0,-2628.535714043087,0
0,-3617.125930901494,0
4,-2674.023186137323,0
10,-2986.7708315168743,0
0,-3751.746260076766,0
7,-4111.398788733586,0
1,0.0,0
5,-5728.734589767622,0
5,-5295.809664253427,0
1,-4512.515927949728,0
1,-4345.526435312528,0
4,-3218.5089715581034,0
3,-3711.657311767885,0
10,-4393.677275358307,0
9,-2937.4138285233153,0
4,-3941.421063525185,0
4,-2471.032172999777,0
11,-1869.973261840928,0
9,-1659.5180023127195,0
4,-3882.8340165399804,0
10,-2866.7751917442006,0
11,-3067.637527479412,0
2,-3692.478842187183,0
1,-4047.764815302391,0
1,-3545.024682565694,0
4,-2202.0899164203083,0
7,-2427.014627067583,0
3,-4700.723348592214,0
1,-4769.444412088267,0
6,-3592.659182277105,0
3,-3687.6550814847096,0
4,-2910.3951621729993,0
5,-1844.0173534975206,0
6,-2464.305175906588,0
11,-3198.5621769788995,0
1,-5793.651698195189,0
3,-3506.9074695520558,0
5,-1621.480804696744,0
9,-1973.017992822164,0
1,-4349.206824238185,0
6,-1418.308852119312,0
10,-2156.7568244936656,0
2,57.69615392628539,0
1,-1644.0194646049663,0
2,-4180.908992073374,0
0,-2327.745690577044,0
10,-3534.5155254999236,0
7,-3175.7203907145226,0
8,-3476.43495552556,0
8,-2746.634304016463,0
10,-2844.9956063234963,0
4,-3738.9838191679837,0
4,-3110.8841187032344,0
1,-5007.634171941876,0
11,-1538.960688256851,0
8,-3742.191871083042,0
0,-2968.7707894008927,0
1,-2310.4112188093272,0
11,-3525.790691461988,0
6,-4300.0,0
6,-4303.347534187775,0
11,-3648.7258049900106,0
8,0.0,0
7,-3350.7611075694426,0
0,-2803.212442894758,0
5,-3840.8332429304974,0
6,-2418.3465425782138,0
10,-4600.2608621685795,0
4,-3646.916505762094,0
8,-4014.9221661197867,0
11,-4349.62067311622,0
9,-1604.9922118191103,0
5,-2764.416755845616,0
0,0.0,0
9,0.0,0
6,-2935.5749011054036,0
1,-3178.9935514247272,0
4,-3287.795614085523,0
10,-3257.115288103877,0
2,-3583.796869243568,0
3,-3682.010320463537,0
6,-3771.3658003434243,0
6,-2300.0869548780106,0
1,-2156.4786110694445,0
1,-3912.8506232668788,0
8,-3582.959670440068,0
10,-2474.267568392715,0
3,-2080.4807136813356,0
0,-3426.776911326443,0
4,-3571.7222736377475,0
9,-4315.970342808208,0
6,-4505.330176579736,0
9,-4298.3252552593085,0
7,-3571.7222736377475,0
8,-3916.17159991745,0
9,-2368.2060721145026,0
6,-3272.8580781940423,0
5,0.0,0
7,-3546.7167916257426,0
6,-3726.3923572270273,0
6,-2521.0315349078837,0
8,-2915.132930073687,0
3,-3703.9438440667536,0
7,-2335.294413987239,0
6,-2720.073528417936,0
9,-2855.871145552614,0
1,-3155.3129797216634,0
3,-4532.107677449864,0
3,-2940.8162132306056,0
2,-3277.37699998032,0
9,-4236.366367537161,0
0,-2721.396700225823,0
10,-4115.04556475381,0
1,-3378.697974072261,0
10,-2201.5449121014994,0
3,-3036.5111559156176,0
0,-3257.115288103877,0
1,-3402.646029195514,0
1,-2613.0442016927304,0
7,-2514.835978746924,0
6,-3745.397175200515,0
7,-3428.8773673025985,0
4,-3138.725856139717,0
8,-3698.8106196451854,0
0,-4245.373952904502,0
7,-4090.2811639299316,0
4,-4168.117080889163,0
0,-3609.099610706249,0
2,-2848.7892164918067,0
8,0.0,0
11,-3233.202746503844,0
1,-3406.4644427910885,0
9,-2598.538050519946,0
5,-3080.84404019418,0
10,-3411.040896852455,0
1,-3153.474274510576,0
4,-3737.69982743398,0
4,-2683.728749333658,0
2,-4362.063731767338,0
11,-4148.879366768814,0
11,-1819.3405398660252,0
10,-3448.535921228022,0
10,-3154.742461755,0
8,-3993.4947101504968,0
3,0.0,0
4,-2860.5593858544526,0
9,-5042.102735962448,0
8,-2279.2103895867094,0
1,-3402.8223579846185,0
6,-2921.711826994579,0
5,-2597.691282658507,0
8,-1423.5167719419396,0
4,-3228.9936512789864,0
7,-2900.8964131798984,0
0,-2696.812933816508,0
11,-3326.559784522142,0
5,-2678.5817142659657,0
8,-1407.4089668607346,0
8,-2274.1152125607005,0
11,-2077.4984957876623,0
10,-3864.970892516527,0
1,-4232.540608192673,0
1,-1884.1443681416772,0
0,-4785.3108571962175,0
10,-3309.682764254,0
10,-3808.7268213932066,0
11,-2765.574081452168,0
9,-3098.967570014246,0
6,-2563.981279182826,0
0,-4087.542048713383,0
6,-2684.324868565651,0
3,-3453.172454425061,0
1,-3613.1426763968234,0
4,-4563.375943312144,0
7,-4192.660253347509,0
2,-4646.417975171842,0
11,-4459.6860876075125,0
2,0.0,0
0,-3545.588808646598,0
11,-3204.6216625367806,0
6,-3067.8331114974294,0
10,-4027.555089629439,0
0,-2715.437349673161,0
5,-2954.6573405388312,0
10,-4209.798094920942,0
5,-6108.125735444548,0
11,-4233.72176695635,0
6,-4267.833173871724,0
9,-1830.6283074398254,0
3,-3070.765376905243,0
0,-2116.8845032263807,0
1,-2153.50876478365,0
9,-1788.183435780569,0
5,-4427.414595449583,0
9,-4900.0,0
9,-3802.157282385883,0
7,-3797.9994734070197,0
4,-3528.909179902481,0
0,-2291.1132665147743,0
1,-2378.1505419127698,0
11,-3242.4065136870177,0
6,-2329.0341345716683,0
6,-4566.574208309769,0
9,-4764.241807465276,0
7,-2394.2430954270285,0
4,-2136.352030916253,0
0,-3659.125578604812,0
1,-3764.359175211632,0
0,-2794.6377224964244,0
4,-1892.08879284245,0
6,-2127.3457640919587,0
1,-3879.226727068167,0
8,-1657.4679484080527,0
2,-1666.0132052297786,0
0,-1987.9637823662686,0
4,-2134.0103092534487,0
1,-2368.2060721145026,0
5,-2776.8327281274974,0
1,0.0,0
5,-4793.2452472203,0
3,-3075.3861546153844,0
10,-2260.088493842664,0
2,-3300.727192604684,0
3,-4748.431319920295,0
1,-3493.1933814205017,0
10,-2844.5737817817276,0
2,-2155.365398256175,0
6,-2577.8285435614216,0
3,-3365.4123075783746,0
0,-3567.9125549822543,0
3,-3713.650495132788,0
8,-2591.833327974621,0
4,-3574.24117820832,0
1,-2938.0946206682993,0
7,-3005.794404146764,0
8,-3047.228248753283,0
9,-1755.6765077883797,0
10,-1522.8919856641178,0
11,-4393.540713365474,0
5,-1921.7700174578645,0
1,-3469.4091716025655,0
4,-2985.09631335406,0
5,-3971.6998879572966,0
1,-3902.101997641784,0
5,-3473.442096825568,0
5,0.0,0
9,-2614.192035792321,0
4,-3103.6108003420786,0
6,-3581.619745310772,0
4,-4046.529377132952,0
3,-2709.5387061269303,0
8,-2751.7267306184312,0
9,-2600.3845869409397,0
2,-2047.9257799051215,0
11,-2722.498852157701,0
8,-3519.37494450364,0
5,-3716.449918941462,0
5,-3052.40888479902,0
7,-2648.3202223296184,0
6,-4361.192497471306,0
4,-3021.05941682715,0
7,-2890.3978964841504,0
7,-2169.423886657469,0
1,-2576.5092664300664,0
11,-1868.2612237050794,0
11,-2666.38331827965,0
6,-2374.8684174075834,0
0,-3406.992808915217,0
4,-3462.7156972526636,0
3,-3430.801655590133,0
6,-2982.146877670515,0
5,-2553.194078012872,0
5,-2780.8631753468208,0
10,0.0,0
5,-3374.551822094306,0
6,-3653.272505576336,0
9,-3386.384502681289,0
8,-3787.664187860376,0
0,-2798.356660613511,0
10,-2709.4648918190474,0
2,-3079.090774887937,0
3,-2465.846710564142,0
2,-2557.3423705088844,0
1,-2929.8464123567983,0
8,-2682.6852219371544,0
8,-1828.879438344693,0
3,-3362.082687858822,0
8,-1954.2773600489772,0
8,-3148.8410566429043,0
6,-2706.6584564735904,0
8,-2623.737791777219,0
11,-2608.907817459253,0
1,0.0,0
11,-3409.3401121038073,0
1,-3410.630440255877,0
6,-4167.541241547587,0
5,-3323.131053690179,0
9,-3403.23375629709,0
4,-3347.177915797127,0
6,-2553.350739714386,0
9,-1847.1599822430107,0
5,-1920.2083220317531,0
11,-1921.3536894595954,0
1,-2578.061287091523,0
0,-2169.700440152972,0
10,-2992.1229921244885,0
9,-2905.6496691789944,0
8,-3003.13169874383,0
5,-2799.214175442815,0
5,-2805.7797490180874,0
11,-2463.655820117737,0
6,-2878.680253171581,0
2,-2563.5912310662943,0
1,-2620.7632476055524,0
11,-2642.650184946922,0
9,-2484.190008835878,0
8,-2480.322559668399,0
7,-2400.4166305039635,0
6,-1961.0201426808444,0
0,-2773.157045679166,0
9,-2745.250443948603,0
1,-2868.658222932805,0
2,-2743.2097987576526,0
6,-1806.3222303896944,0
4,0.0,0
5,0.0,0
7,-3724.9966442937903,0
10,-2560.7811308270766,0
1,-2792.4183067728227,0
9,-3019.4701521955803,0
4,-3154.996038032378,0
3,-4124.124149440703,0
9,-2375.3736548172797,0
7,-2470.384585444137,0
2,-2743.2827050816327,0
6,-3536.382332271215,0
5,-3725.1040253931164,0
10,-3101.6124838541646,0
10,-3135.155498535918,0
10,-3998.4997186444816,0
1,-3252.62970533075,0
9,-3638.571148129441,0
0,-4275.371328902321,0
3,-2441.474964033013,0
8,-2733.495930123182,0
11,-2435.159132377184,0
8,-2440.655649615488,0
7,-2765.9356463952663,0
8,-1648.3931569865242,0
9,-2483.7069070242565,0
3,-2762.6074639731214,0
7,-2668.7824939473808,0
8,-2593.144808914458,0
5,-2560.8592308051607,0
6,-1633.278910657944,0
8,-1954.3796969882796,0
5,-2707.3972741361767,0
10,-2400.4166305039635,0
2,-3174.964566731415,0
1,-2267.8624296901257,0
4,-2416.6091947189143,0
9,0.0,0
1,-2319.051530259731,0
7,-3022.7140122744,0
2,-1670.4490414256882,0
7,-1774.8239349298847,0
6,-2329.3775992741066,0
3,-3453.9832078341087,0
10,-2489.738942138312,0
1,-3202.561474819804,0
10,-3190.109715981568,0
9,-3606.383229774673,0
3,-4174.685616905781,0
5,-3332.806625053425,0
3,-3231.1607821338757,0
11,-3150.4285422780185,0
3,-3299.696955782455,0
6,-3036.6428831853113,0
4,-2952.01626011782,0
11,-3481.493932207839,0
10,-3477.8154062572094,0
7,-3388.332923430046,0
11,-3472.463102755737,0
0,0.0,0
4,-3996.5485109028764,0
8,-3621.54663092994,0
7,-2418.1811346547224,0
2,-3119.358908493859,0
0,-2981.6103031751145,0
1,-2553.507391804457,0
6,-3466.467943022119,0
6,-3667.096944450746,0
9,-2725.142198124714,0
11,-3424.675167077894,0
3,-2517.141235608364,0
3,-2562.6548733686323,0
3,-2451.61171477051,0
3,-2416.4436678722723,0
8,-2620.6869328479506,0
8,-2316.8081491569387,0
6,-4023.1828196093697,0
3,-2944.3505226110565,0
9,92.79860141569964,0
6,-2717.425251961864,0
7,-2737.73629117196,0
7,-2387.634812947742,0
1,-1920.9372712298546,0
9,-2369.8945124203315,0
3,-2666.6083326952985,0
10,0.0,0
0,-2068.235963327202,0
5,-2433.433787880821,0
10,-1810.7457027423811,0
11,-3680.7064539297344,0
3,-3802.157282385883,0
3,-3218.4468303826307,0
7,-2400.0,0
7,-3513.687521678614,0
2,-2117.545749210628,0
11,-3126.46765535804,0
7,-3297.817460078711,0
4,-3198.8122795812824,0
0,-3603.8312946085584,0
9,-2018.316129846858,0
2,-2167.4870241826134,0
6,-3111.9768636672093,0
10,-4041.8807503438297,0
4,-4369.851256049798,0
2,-2196.906916553362,0
5,-2098.570942331948,0
7,-3084.282736715297,0
8,-4134.247210799083,0
1,-2113.764414498456,0
11,-3857.771377362842,0
3,-4183.491364876949,0
8,-2678.9550201524476,0
0,-3320.3614261101156,0
1,-3709.716970336147,0
2,0.0,0
5,-4270.316147546924,0
6,-1939.5875850293535,0
0,-4067.874137679287,0
3,-2776.8327281274974,0
10,-1769.7457444503152,0
8,-3040.131576099956,0
0,-1641.7064292984905,0
4,-1983.3305322109072,0
11,-4304.230477100407,0
0,-4067.136584871474,0
10,-2539.054942296444,0
6,-2189.977168830762,0
4,-4368.111720182989,0
3,-2341.2817002659035,0
8,-3154.488865093678,0
7,-4645.901419530983,0
7,-1773.583942191629,0
9,-4193.614193032068,0
11,-4936.800583373811,0
4,62.91383577169104,0
6,-2100.6665608801413,0
0,-2598.9228537992426,0
4,-5090.108053862904,0
9,-1680.2380783686579,0
11,-1245.3112060846477,0
10,-2337.1777852786468,0
6,-3587.7012138694045,0
1,-2252.9980026622306,0
6,-2463.4122675670833,0
11,-1991.682705653689,0
9,-2932.371054283547,0
0,0.0,0
9,-3014.299255216708,0
7,-1880.7445334228678,0
10,-2991.3207785190807,0
8,-2851.9467035693356,0
5,-3992.0921833043885,0
1,-3918.826354918013,0
4,-4227.197653292308,0
8,-4208.087451562764,0
10,-4234.571997262534,0
10,-4171.618390984487,0
11,-4130.7142239569175,0
6,-3561.4042174400815,0
1,-3347.7753807566,0
6,-2706.5845636151844,0
8,-2398.999791579816,0
6,-2642.8772200009594,0
1,-4247.069577956076,0
7,-3691.341219665286,0
10,-3091.2133540084224,0
0,-3462.022530255977,0
3,-2386.0427489883746,0
11,-2029.6797776989354,0
6,-3712.088361017286,0
9,-4013.826104853074,0
1,-2965.7376822638917,0
6,-5613.73316074072,0
11,-4598.5649935604915,0
0,-1753.396703544295,0
10,-4300.837127815932,0
4,-3643.0207246185137,0
4,-3874.067629765903,0
10,-4375.477116841088,0
8,-3497.313254485506,0
3,-2307.0327262524906,0
4,-3462.542418512732,0
4,53.04640285167342,0
10,-3190.1724091340266,0
10,-3306.7204296704613,0
11,-3005.1955011280047,0
11,-3574.4649949328086,0
4,-3896.7165665467637,0
7,-3190.235101054466,0
4,-4499.733325431631,0
4,-4171.37866897744,0
9,-3790.4089489130324,0
3,-5071.41006032839,0
11,-3022.316991978174,0
4,-3513.915195334116,0
10,-2151.650529244933,0
10,-3392.4032779137565,0
2,61.97727566133845,0
10,-1594.741358339966,0
5,-2503.597411725775,0
1,-2193.6271333114023,0
11,-3257.299494980466,0
6,-3142.0375554725633,0
9,-3360.8332300190086,0
11,-5058.260570591436,0
0,-3590.2089075707,0
7,-2881.804989932525,0
3,-3887.3126964523963,0
2,-2281.4907407219516,0
11,-2819.148807707745,0
3,-3402.3521275729236,0
0,-3563.874296324156,0
2,0.0,0
8,-4114.608122288197,0
8,0.0,0
10,-3257.5450879458294,0
6,-2941.3602295536666,0
6,-2491.9069003476034,0
11,-3444.29963853321,0
6,0.0,0
8,-3660.218572708466,0
1,-3249.122958584362,0
9,-3402.646029195514,0
11,-3310.6494831075065,0
1,-3399.411713811671,0
9,-3414.4399247900087,0
11,-3982.86329165338,0
8,-3871.692136521188,0
4,-3015.4270012719594,0
7,-2293.0329260610283,0
2,-3138.598413304894,0
1,-2696.219575628068,0
1,-3497.427626127523,0
3,-1864.4033898274267,0
3,-1462.3269128344728,0
8,-1572.8954192825408,0
6,0.0,0
6,-3590.0417824866604,0
6,-3271.696807468565,0
2,-3226.0812141048154,0
0,-3077.921376513702,0
5,-3086.810651789319,0
1,-2598.076211353316,0
5,-2671.778433927484,0
7,-3013.6356780473648,0
11,-3169.163927599833,0
1,-3284.448203275552,0
7,0.0,0
3,-3132.985796329118,0
9,-3669.0053147958233,0
3,-4089.6454614061595,0
0,-4796.79059371993,0
10,-3852.3758902786217,0
3,-2848.5785929126127,0
2,-2989.113580980154,0
3,-3013.171087077533,0
6,-3552.6328265105026,0
5,-2779.4963572561123,0
4,-2523.0140705116964,0
1,-1566.780137734711,0
6,-3941.3703200790455,0
11,-3803.2617580177152,0
9,-2392.153841206706,0
11,-3619.613239007726,0
11,85.96875762567151,0
8,-2020.7919239743612,0
3,-2900.2758489495445,0
8,-3024.3015722642476,0
10,-1731.3578486263318,0
4,-3660.655678973372,0
2,-2716.54191942624,0
0,-4499.3332839433,0
4,-4397.317364030028,0
5,-4339.8156642880585,0
9,-2909.7078891187684,0
1,-3586.8649263667567,0
8,-2014.9441679609886,0
1,-1925.2012881774206,0
6,-3060.4574821421716,0
6,-4136.762018777488,0
11,-3335.6258783023013,0
5,-2855.871145552614,0
0,-3503.1985384788,0
3,0.0,0
2,-3704.4837697039516,0
5,-3896.7165665467637,0
9,-4091.8944267906036,0
2,-4493.239365980851,0
1,-3812.033578026301,0
1,-3376.3886032268265,0
3,-3230.108357315587,0
5,-2541.9677417308035,0
6,-2206.8982758613956,0
11,-3309.017981214366,0
11,-3050.704836591046,0
8,-2765.646398222303,0
2,-2669.7565432076385,0
9,-3598.8331442288345,0
2,-3581.3405311419356,0
7,-2310.4977818643324,0
5,-3261.9625994177186,0
3,0.0,0
1,-3291.564977332211,0
9,-3705.8872082134394,0
4,-3288.8903903900477,0
3,-2824.8893783651065,0
10,-3213.5338803255213,0
10,-2668.632608659349,0
2,-5215.246878144888,0
6,-2373.6048533822977,0
0,-2241.160413714288,0
2,-3139.554108468271,0
9,-3252.5682160409797,0
0,-2400.1666608800315,0
2,-2621.7551373078304,0
2,-2066.301042926708,0
8,-2357.62592452662,0
6,-2097.3316380582255,0
0,-4106.044325138247,0
1,-3900.8204265256813,0
4,-2603.5360569809664,0
4,-3401.4702703389894,0
9,-2905.1678092667903,0
3,-3146.1722775461612,0
1,-1847.4847766625844,0
6,-4300.093022249635,0
1,-4629.168391838863,0
7,-3067.637527479412,0
6,-3321.806737304264,0
7,-2975.231083462258,0
4,-1749.5142182903232,0
2,-2049.1949638821584,0
9,-2977.045515271811,0
2,-2778.776709273345,0
1,-3764.5185615162,0
5,-2956.619691472002,0
1,73.3449284130528,0
4,-4340.322568657772,0
10,-2605.379051117131,0
6,-1648.878406675277,0
11,-4331.835638617883,0
4,-4244.808594035778,0
10,-2296.867431960321,0
6,-4471.196707817718,0
3,-3295.2086428631496,0
9,-3403.821381917682,0
8,-3440.058139043583,0
1,-3149.857139617605,0
8,-3191.6140117501673,0
6,-3445.228584578968,0
9,-3560.3370626950477,0
5,-4513.933982680739,0
3,-2816.0965892525774,0
9,-3150.4285422780185,0
7,-3389.21819893615,0
0,-4004.0979009010252,0
5,-3139.808911382984,0
4,-2615.7216977346807,0
4,-3310.4682448257977,0
7,-4463.541195060263,0
0,-2995.797055876783,0
6,-3418.1866537683395,0
3,-2666.38331827965,0
7,-4332.481967648567,0
3,-2400.749882849107,0
2,-3085.3200806399327,0
7,-2796.354770053328,0
2,-3942.638710305574,0
5,-2728.88255518628,0
8,0.0,0
7,-1476.48230602334,0
8,-3829.3080314855843,0
9,-2605.379051117131,0
6,-3666.7696955222045,0
11,-3524.8829767809316,0
0,-3195.872337875842,0
3,-2854.8905408088767,0
5,-2684.324868565651,0
10,-3483.905854066668,0
11,-3242.591556147644,0
11,-2834.2194692719195,0
4,-2856.851413707055,0
0,-2974.894956128703,0
4,-2623.81401779928,0
8,-3150.745943423557,0
3,-3368.560523428368,0
10,-3034.007251144928,0
7,-3679.021609069455,0
5,-2978.9931184881916,0
7,-2863.7038953076135,0
10,-2055.3345226507536,0
3,-3294.7837561818833,0
5,-2954.6573405388312,0
8,-2791.845267918693,0
0,-4570.601710934787,0
9,-4342.7640967476,0
6,-4152.541390522194,0
7,-4261.736735182031,0
0,-2425.613324501661,0
11,-2676.564962783455,0
6,-3144.6462440153746,0
11,-4048.011857690143,0
1,-4227.434210014391,0
11,-1682.0225920004762,0
3,-2135.602959353634,0
3,-3878.2470266861546,0
11,-2043.0369551234262,0
8,-3510.7833883622043,0
6,-2544.169805653703,0
3,-4219.241638019799,0
4,-4857.406715522183,0
7,-4165.861255490874,0
7,-3685.0508816025867,0
11,-3351.7756488166087,0
4,-3367.729205265768,0
3,-2364.571842850202,0
2,-2167.210188237403,0
8,-3472.463102755737,0
7,-2454.46531855718,0
10,-2421.652328473268,0
5,-2714.553370261856,0
7,-2565.462921189858,0
8,-3807.886552931954,0
0,-3664.205234426696,0
6,-2203.633363334291,0
4,-2918.2186347153634,0
5,-3249.184513074011,0
1,-3384.021276528858,0
6,-3482.6426747514597,0
6,-3647.0810246003584,0
10,-2755.4310007692084,0
1,-2630.6653150866605,0
9,-2530.059287842876,0
6,-2687.8988076190667,0
5,-2150.81379947219,0
10,-3344.368400759701,0
10,-3482.872377793938,0
10,-4393.3131006109725,0
7,-3572.8420060226563,0
6,-1740.4597093871494,0
9,-2715.6582995656872,0
9,-2483.0626250660694,0
1,-2554.7602627252522,0
1,-4721.567536316727,0
7,-3048.278202526797,0
11,-3980.5024808433423,0
