Episode,Steps Done,Steps Lost,MSE,Done Counter,Epsilon,Instant Reward,Cummulative Reward
306,299,8,13910.8623046875,117,4.169621071437777,-73782.44924537733,-21423168.049698398
307,67,0,126969.9296875,118,4.169621071437777,3732.676689900531,-21419435.373008497
308,299,1,218009.890625,118,4.169621071437777,-53153.7591479295,-21472589.132156428
309,30,0,87421.75,119,4.169621071437777,-15464.260293331074,-21488053.39244976
310,299,7,28523.0703125,119,4.169621071437777,-233894.19480039238,-21721947.58725015
311,299,5,87689.90625,119,4.169621071437777,-106918.14340381855,-21828865.730653968
312,299,6,11417.9814453125,119,4.169621071437777,-156379.1999072849,-21985244.930561252
313,299,19,78498.1875,119,4.169621071437777,-58983.591966154076,-22044228.522527408
314,30,0,55728.10546875,120,4.169621071437777,1046.7497506176246,-22043181.77277679
315,299,2,64552.39453125,120,4.169621071437777,-120301.44926831534,-22163483.222045105
316,299,9,96684.3203125,120,4.169621071437777,-99557.64448002169,-22263040.86652513
317,254,8,240017.75,121,4.169621071437777,-79803.70120631375,-22342844.567731444
318,299,0,8172.11328125,121,4.169621071437777,-99867.63376270284,-22442712.201494146
319,299,57,58299.21875,121,4.169621071437777,-70883.12430823769,-22513595.325802382
320,299,10,83970.4609375,121,4.169621071437777,-93488.48189705728,-22607083.80769944
321,299,14,19647.255859375,121,3.9611400178658878,-39715.96325774182,-22646799.77095718
322,299,2,87206.734375,121,3.9611400178658878,-43138.3111893804,-22689938.08214656
323,299,11,31879.083984375,121,3.9611400178658878,-257835.65567275556,-22947773.737819314
324,299,1,1553.8232421875,121,3.9611400178658878,-83610.97604597887,-23031384.71386529
325,299,18,148600.515625,121,3.9611400178658878,-44616.153246942005,-23076000.867112234
326,299,4,70020.0078125,121,3.9611400178658878,-96349.61608345764,-23172350.483195692
327,98,0,180774.203125,122,3.9611400178658878,-38860.59887290541,-23211211.082068596
328,12,1,25271.671875,123,3.9611400178658878,307.06159756893203,-23210904.020471025
329,299,0,9226.7568359375,123,3.9611400178658878,-7109.195187394926,-23218013.21565842
330,299,10,63609.95703125,123,3.9611400178658878,9576.964096792384,-23208436.251561627
331,299,27,14312.1787109375,123,3.9611400178658878,-127786.64996686834,-23336222.901528496
332,299,10,107935.9765625,123,3.9611400178658878,-89879.25948206695,-23426102.161010563
333,299,5,75782.6796875,123,3.9611400178658878,4191.5320192060135,-23421910.628991358
334,299,1,12411.7099609375,123,3.9611400178658878,-100864.18236580193,-23522774.81135716
335,299,14,4384.40478515625,123,3.9611400178658878,-170250.55574820327,-23693025.36710536
336,299,30,88961.3515625,123,3.9611400178658878,-1842.8596895912171,-23694868.22679495
337,299,32,31336.578125,123,3.9611400178658878,-1033.8444235367676,-23695902.071218487
338,299,5,58247.70703125,123,3.9611400178658878,-61367.26988295362,-23757269.34110144
339,299,17,58282.12890625,123,3.9611400178658878,-25963.508371293723,-23783232.849472735
340,299,1,11175.1171875,123,3.9611400178658878,-29915.121381216755,-23813147.97085395
341,299,26,4038.98046875,123,3.763083016972593,214.8290660421938,-23812933.14178791
342,29,0,12479.5234375,124,3.763083016972593,4157.951837638691,-23808775.18995027
343,299,0,230042.609375,124,3.763083016972593,-21931.90279858199,-23830707.09274885
344,299,6,53909.08203125,124,3.763083016972593,-129709.9347458825,-23960417.027494732
345,183,6,14438.7158203125,125,3.763083016972593,-32738.583943297002,-23993155.61143803
346,299,0,18259.408203125,125,3.763083016972593,22955.114192600293,-23970200.497245427
347,299,16,68547.5703125,125,3.763083016972593,-106225.80656068718,-24076426.303806115
348,15,0,8800.3681640625,126,3.763083016972593,329.65094798147766,-24076096.652858134
349,299,19,52255.453125,126,3.763083016972593,13394.620323965693,-24062702.032534167
350,299,37,35139.96875,126,3.763083016972593,-38699.50262837528,-24101401.535162542
351,299,0,74187.84375,126,3.763083016972593,-9958.0551722264,-24111359.59033477
352,299,6,71410.9609375,126,3.763083016972593,-199183.49610172812,-24310543.0864365
353,299,16,14664.5546875,127,3.763083016972593,-110453.35011850287,-24420996.436555002
354,299,11,101063.8125,127,3.763083016972593,-8920.532564734138,-24429916.969119735
355,299,9,115989.0859375,127,3.763083016972593,12437.4420572374,-24417479.527062498
356,299,13,35469.29296875,127,3.763083016972593,-99297.03945228498,-24516776.566514783
357,299,7,95581.5234375,127,3.763083016972593,-132608.9883543299,-24649385.55486911
358,299,16,63397.85546875,127,3.763083016972593,-29928.358248037115,-24679313.913117148
359,299,3,5843.32373046875,127,3.763083016972593,-32623.292320245902,-24711937.205437396
360,299,2,131500.421875,127,3.763083016972593,24879.856330324823,-24687057.34910707
361,41,0,63411.85546875,128,3.574928866123963,166.10070014619032,-24686891.248406924
362,74,0,51323.12109375,129,3.574928866123963,-4196.3841292517345,-24691087.632536177
363,184,10,8855.8271484375,130,3.574928866123963,-131004.59126302722,-24822092.223799203
364,299,3,74238.4140625,130,3.574928866123963,-166113.33732351346,-24988205.561122715
365,299,4,171736.203125,130,3.574928866123963,-122392.22701142127,-25110597.788134135
366,299,17,69354.3359375,130,3.574928866123963,-69829.02720304726,-25180426.81533718
367,79,9,63183.96484375,131,3.574928866123963,-29811.756922675275,-25210238.572259855
368,203,7,22178.263671875,132,3.574928866123963,-104936.43287428029,-25315175.005134135
369,299,4,2868.677001953125,132,3.574928866123963,-146220.9689477611,-25461395.974081896
370,299,10,63640.41796875,132,3.574928866123963,-134049.09172050742,-25595445.065802403
371,211,6,44473.12109375,133,3.574928866123963,-67777.97848609248,-25663223.044288494
372,278,33,71703.1015625,134,3.574928866123963,-96176.95914085007,-25759400.003429342
373,107,0,87424.9375,135,3.574928866123963,-74031.7741332627,-25833431.777562603
374,299,52,138517.046875,135,3.574928866123963,-180676.58438682774,-26014108.361949433
375,299,9,256124.171875,135,3.574928866123963,-54265.03737036322,-26068373.399319794
376,299,41,122933.5859375,135,3.574928866123963,-263795.0774084107,-26332168.476728205
377,299,6,137836.796875,135,3.574928866123963,-101129.54055913001,-26433298.017287336
378,299,15,11621.8798828125,135,3.574928866123963,-114008.91679906323,-26547306.9340864
379,299,19,6240.66943359375,135,3.574928866123963,-130997.87791723944,-26678304.812003642
380,230,30,8975.857421875,136,3.574928866123963,-111537.50540993731,-26789842.31741358
381,299,16,193381.921875,136,3.396182422817765,-65284.41241854346,-26855126.729832124
382,271,2,45332.25,137,3.396182422817765,-25051.77856096884,-26880178.508393094
383,299,24,136408.796875,137,3.396182422817765,-29143.82299833906,-26909322.33139143
384,299,1,152699.640625,137,3.396182422817765,-55160.20462204789,-26964482.53601348
385,299,7,6099.71044921875,137,3.396182422817765,-94175.43722977664,-27058657.973243255
386,299,6,163326.96875,137,3.396182422817765,-119500.35950168052,-27178158.332744937
387,99,1,334500.90625,138,3.396182422817765,-65528.97456979363,-27243687.30731473
388,299,20,113605.6796875,138,3.396182422817765,-108870.8021553242,-27352558.109470055
389,299,5,57385.11328125,138,3.396182422817765,-115771.67657454734,-27468329.7860446
390,299,19,9384.56640625,138,3.396182422817765,-36610.67528569697,-27504940.4613303
391,299,25,159590.453125,138,3.396182422817765,-13812.617071157518,-27518753.078401458
392,299,37,240358.0,138,3.396182422817765,-75399.85147246066,-27594152.929873917
393,299,12,40213.39453125,138,3.396182422817765,-86653.65010707016,-27680806.579980988
394,3,0,68526.4453125,139,3.396182422817765,1812.8833578225358,-27678993.696623165
395,299,1,15732.6708984375,139,3.396182422817765,-168510.23990039868,-27847503.936523564
396,299,8,4555.2392578125,139,3.396182422817765,-105151.99294143965,-27952655.929465003
397,200,1,8739.8056640625,140,3.396182422817765,-124595.13852143193,-28077251.067986436
398,299,26,88632.0390625,140,3.396182422817765,-11984.061843067342,-28089235.129829504
399,299,7,220427.171875,140,3.396182422817765,-189328.39631785266,-28278563.526147358
400,47,1,84444.8046875,141,3.396182422817765,-2919.242280282104,-28281482.76842764
401,22,0,60630.07421875,142,3.2263733016768765,1409.6817681819036,-28280073.086659458
402,299,2,3830.8349609375,142,3.2263733016768765,-7218.902732743257,-28287291.989392202
403,299,5,11412.9267578125,142,3.2263733016768765,-72446.82588346739,-28359738.81527567
404,299,3,112531.5703125,142,3.2263733016768765,-4054.73160589115,-28363793.54688156
405,299,9,63926.51953125,142,3.2263733016768765,-78676.5613374829,-28442470.108219042
406,299,17,47879.12109375,142,3.2263733016768765,6492.85500014081,-28435977.2532189
407,299,20,10528.2060546875,142,3.2263733016768765,-29991.647861724137,-28465968.901080623
408,299,10,195160.609375,142,3.2263733016768765,-85924.84044893007,-28551893.741529554
409,299,38,46112.80078125,142,3.2263733016768765,-31534.320936714586,-28583428.062466267
410,299,1,268498.53125,142,3.2263733016768765,10494.219058863715,-28572933.843407404
411,299,9,69627.5625,142,3.2263733016768765,20591.93448335769,-28552341.908924047
412,299,45,4124.76220703125,142,3.2263733016768765,-18705.79107356998,-28571047.699997615
413,299,26,202109.078125,142,3.2263733016768765,-11697.855364455902,-28582745.55536207
414,69,20,86064.5703125,143,3.2263733016768765,-40343.13579139235,-28623088.691153463
415,299,15,9149.0419921875,143,3.2263733016768765,-35171.72490793435,-28658260.416061398
416,299,10,6086.85498046875,143,3.2263733016768765,-120180.28024113087,-28778440.69630253
417,299,10,216695.078125,143,3.2263733016768765,-90210.74767514938,-28868651.44397768
418,299,4,8643.7724609375,143,3.2263733016768765,25196.348279793703,-28843455.095697887
419,299,20,73436.8359375,143,3.2263733016768765,12303.923755685326,-28831151.1719422
420,299,14,10551.259765625,143,3.2263733016768765,6677.516959335897,-28824473.654982865
421,299,14,249767.5,143,3.0650546365930325,20941.58994050347,-28803532.06504236
422,299,11,11036.7998046875,143,3.0650546365930325,-63646.62822259433,-28867178.693264958
423,299,17,13795.8115234375,143,3.0650546365930325,-64764.45639895451,-28931943.14966391
424,13,0,46152.453125,144,3.0650546365930325,2585.1283019715574,-28929358.02136194
425,299,6,89254.0703125,144,3.0650546365930325,-177846.79765592463,-29107204.819017865
426,120,0,62493.52734375,145,3.0650546365930325,-19530.67436694846,-29126735.493384812
427,299,13,51259.375,145,3.0650546365930325,-20499.694797248005,-29147235.18818206
428,299,0,30818.021484375,145,3.0650546365930325,-64786.663334447636,-29212021.851516508
429,299,12,8562.6572265625,145,3.0650546365930325,-47331.273080444196,-29259353.124596953
430,299,28,6451.54443359375,145,3.0650546365930325,-13501.108607828097,-29272854.233204782
431,53,1,12267.3466796875,146,3.0650546365930325,6396.084233512477,-29266458.14897127
432,299,8,28108.396484375,146,3.0650546365930325,-33542.46530613299,-29300000.614277404
433,299,17,12959.1796875,146,3.0650546365930325,-8512.275063538797,-29308512.88934094
434,299,35,99523.3515625,146,3.0650546365930325,-21154.42005044889,-29329667.30939139
435,33,0,5189.07373046875,147,3.0650546365930325,4605.973664233043,-29325061.33572716
436,18,0,1794.3360595703125,148,3.0650546365930325,-1839.6921197887104,-29326901.027846947
437,81,0,16942.705078125,149,3.0650546365930325,-51202.807545634874,-29378103.835392583
438,299,0,57949.03515625,149,3.0650546365930325,17741.6298139065,-29360362.205578677
439,240,1,61068.48046875,150,3.0650546365930325,779.0442514956185,-29359583.161327183
440,93,0,102945.2265625,151,3.0650546365930325,-41442.033250677276,-29401025.19457786
441,299,19,8829.6669921875,151,2.9118019047633807,-16725.466929391365,-29417750.661507253
442,250,32,3031.989501953125,152,2.9118019047633807,-8275.757272376713,-29426026.41877963
443,299,29,20897.025390625,152,2.9118019047633807,-120576.90813369978,-29546603.32691333
444,299,13,24205.958984375,152,2.9118019047633807,-155360.5513038717,-29701963.8782172
445,299,36,32058.171875,152,2.9118019047633807,-24227.705930638287,-29726191.58414784
446,299,0,163210.8125,152,2.9118019047633807,-79374.34635485812,-29805565.930502698
447,80,1,135344.0625,153,2.9118019047633807,-49901.17830744637,-29855467.108810145
448,286,3,2617.90283203125,154,2.9118019047633807,-161756.72817702388,-30017223.836987168
449,299,3,14452.33984375,154,2.9118019047633807,-198419.30038562944,-30215643.137372795
450,299,28,105446.3359375,154,2.9118019047633807,-26138.388037963083,-30241781.52541076
451,299,18,15779.6376953125,154,2.9118019047633807,-128538.10889527586,-30370319.634306036
452,110,0,38223.6953125,155,2.9118019047633807,-51688.13537364166,-30422007.769679677
453,299,24,37941.44921875,155,2.9118019047633807,8364.843938429442,-30413642.925741248
454,299,28,3292.868896484375,155,2.9118019047633807,20304.652704681517,-30393338.273036566
455,299,21,680.4005737304688,155,2.9118019047633807,-105948.37107713419,-30499286.6441137
456,299,0,3120.421142578125,155,2.9118019047633807,-98957.28421170451,-30598243.928325407
457,299,9,38376.46875,155,2.9118019047633807,-97526.81358837799,-30695770.741913784
458,299,0,10273.2880859375,155,2.9118019047633807,25507.741452988736,-30670263.000460796
459,299,8,139929.109375,155,2.9118019047633807,22370.921682961623,-30647892.078777835
460,299,1,124278.7890625,155,2.9118019047633807,-290955.7721765977,-30938847.850954432
461,299,0,179691.3125,155,2.7662118095252115,28383.508866754666,-30910464.34208768
462,299,31,55834.05078125,155,2.7662118095252115,17305.540407730397,-30893158.801679946
463,27,0,191893.953125,156,2.7662118095252115,-10121.335547789668,-30903280.137227736
464,299,21,8458.7763671875,156,2.7662118095252115,-53432.95642553145,-30956713.09365327
465,299,14,27005.607421875,156,2.7662118095252115,18072.56063019306,-30938640.533023074
466,299,5,27999.787109375,156,2.7662118095252115,20692.986021201225,-30917947.547001872
467,299,0,26051.427734375,156,2.7662118095252115,23457.46495234894,-30894490.082049523
468,299,27,174738.0625,156,2.7662118095252115,-43979.60186222082,-30938469.683911745
469,299,9,75761.3515625,156,2.7662118095252115,21249.975783550486,-30917219.708128195
470,299,18,17914.90234375,156,2.7662118095252115,-146434.43303560483,-31063654.1411638
471,299,2,101273.4375,156,2.7662118095252115,-171002.4536222079,-31234656.594786007
472,299,0,2312.130126953125,156,2.7662118095252115,-8240.17092201937,-31242896.765708026
473,293,16,17808.94140625,157,2.7662118095252115,-138417.04391698344,-31381313.809625007
474,12,0,111991.1015625,158,2.7662118095252115,2734.8728485722854,-31378578.936776433
475,299,5,43400.37890625,158,2.7662118095252115,25088.727146161673,-31353490.209630273
476,89,13,103075.5390625,159,2.7662118095252115,-66344.40960485383,-31419834.61923513
477,299,29,6426.62353515625,159,2.7662118095252115,-117490.45940227128,-31537325.0786374
478,299,25,47994.21875,159,2.7662118095252115,17222.4293813135,-31520102.649256084
479,25,0,53214.484375,160,2.7662118095252115,3570.936829475654,-31516531.71242661
480,299,2,11184.6669921875,160,2.7662118095252115,-117554.97996774506,-31634086.692394357
481,190,1,9336.78125,161,2.627901219048951,-45446.51595123811,-31679533.208345596
482,34,0,15418.6328125,162,2.627901219048951,5268.211324270373,-31674264.997021325
483,84,13,7238.82958984375,163,2.627901219048951,-55280.55374721399,-31729545.55076854
484,242,4,111000.1796875,164,2.627901219048951,-42287.048093673344,-31771832.598862212
485,299,1,63241.94921875,164,2.627901219048951,-43181.08443721284,-31815013.683299426
486,299,9,14864.5908203125,164,2.627901219048951,-4447.44089323333,-31819461.12419266
487,12,0,5760.69873046875,165,2.627901219048951,-4652.144382348916,-31824113.26857501
488,299,14,6007.27880859375,165,2.627901219048951,-68058.7550950095,-31892172.023670018
489,299,0,12857.8740234375,165,2.627901219048951,24722.606821625403,-31867449.41684839
490,299,19,9743.0234375,165,2.627901219048951,-124232.28633831408,-31991681.703186706
491,299,16,59944.73046875,165,2.627901219048951,-98244.0617319681,-32089925.764918674
492,299,18,48380.16796875,165,2.627901219048951,-8666.847770818373,-32098592.61268949
493,299,6,22055.748046875,165,2.627901219048951,-109973.07952710195,-32208565.692216594
494,299,36,13220.4990234375,165,2.627901219048951,-86574.8590765798,-32295140.551293172
495,299,12,80223.7421875,165,2.627901219048951,-193264.48476661064,-32488405.036059782
496,299,35,16685.44140625,165,2.627901219048951,-119442.02753848894,-32607847.06359827
497,299,2,143348.90625,165,2.627901219048951,-83148.76210045564,-32690995.825698726
498,299,18,40373.05859375,165,2.627901219048951,24509.358931381612,-32666486.466767345
499,299,3,124133.84375,165,2.627901219048951,7759.583525687079,-32658726.883241657
500,299,19,75682.5859375,165,2.627901219048951,-75625.31276984455,-32734352.196011502
501,299,6,108821.3984375,165,2.4965061580965036,3888.151159304958,-32730464.044852197
502,10,0,32936.30859375,166,2.4965061580965036,1267.4388919614203,-32729196.605960235
503,299,6,2720.843994140625,166,2.4965061580965036,-24834.50893118825,-32754031.114891425
504,299,35,3111.912353515625,166,2.4965061580965036,-6278.482437281211,-32760309.597328708
505,299,0,2458.303955078125,166,2.4965061580965036,22031.654134419954,-32738277.94319429
506,299,8,4287.77587890625,166,2.4965061580965036,25775.819189908852,-32712502.12400438
507,299,4,7871.666015625,166,2.4965061580965036,-247154.1207047069,-32959656.244709086
508,299,8,197265.296875,166,2.4965061580965036,-188999.9180988283,-33148656.162807915
509,299,20,22992.505859375,166,2.4965061580965036,-67345.50641108258,-33216001.669219
510,299,14,14519.8310546875,166,2.4965061580965036,-85454.67080157292,-33301456.34002057
511,299,3,16829.716796875,166,2.4965061580965036,-90471.3489184191,-33391927.68893899
512,291,5,97366.3125,167,2.4965061580965036,20612.674714348606,-33371315.01422464
513,299,10,134665.578125,167,2.4965061580965036,-10413.095086182273,-33381728.109310824
514,50,3,66375.3359375,168,2.4965061580965036,6505.0334262803635,-33375223.075884543
515,299,10,137472.046875,168,2.4965061580965036,-103714.41082668105,-33478937.486711223
516,299,11,8058.79833984375,168,2.4965061580965036,521.4816875704123,-33478416.00502365
517,299,30,38232.47265625,168,2.4965061580965036,-111939.59590829576,-33590355.60093195
518,299,32,28214.896484375,168,2.4965061580965036,16736.026221006676,-33573619.57471094
519,299,1,8972.009765625,168,2.4965061580965036,23872.30484813653,-33549747.269862805
520,26,0,114637.8125,169,2.4965061580965036,4113.692196782218,-33545633.577666022
521,123,36,77320.40625,170,2.3716808501916784,-45801.81411732665,-33591435.39178335
522,299,28,68530.1640625,170,2.3716808501916784,-1384.6704163799955,-33592820.06219973
523,299,4,16637.501953125,170,2.3716808501916784,-294794.68542687263,-33887614.7476266
524,299,9,30730.205078125,170,2.3716808501916784,20677.576179528758,-33866937.171447076
525,299,2,6093.15380859375,170,2.3716808501916784,16535.906927886124,-33850401.26451919
526,299,4,112088.2109375,170,2.3716808501916784,-55081.98962047604,-33905483.25413967
527,299,0,37768.296875,170,2.3716808501916784,-24601.891884782977,-33930085.14602445
528,299,12,252829.296875,170,2.3716808501916784,-85834.93262918992,-34015920.07865364
529,299,31,14139.4853515625,170,2.3716808501916784,-109695.16490462626,-34125615.243558265
530,299,0,78806.6484375,170,2.3716808501916784,20350.102339104425,-34105265.14121916
531,299,0,33837.671875,170,2.3716808501916784,16759.75302916147,-34088505.38819
532,299,32,82995.3359375,170,2.3716808501916784,-40314.75891155543,-34128820.14710156
533,299,22,10269.9951171875,170,2.3716808501916784,-147740.97035629067,-34276561.11745785
534,299,27,19557.607421875,170,2.3716808501916784,-36881.16357774313,-34313442.281035595
535,299,3,6784.53515625,170,2.3716808501916784,-241617.05037125308,-34555059.33140685
536,299,3,2251.028564453125,170,2.3716808501916784,-30849.26297122369,-34585908.59437807
537,37,0,89186.25,171,2.3716808501916784,4553.757213948634,-34581354.83716412
538,299,3,1723.9697265625,171,2.3716808501916784,18288.85149685736,-34563065.98566726
539,99,2,152108.953125,172,2.3716808501916784,-58554.4373786278,-34621620.42304589
540,108,3,116804.1953125,173,2.3716808501916784,-33278.24592886674,-34654898.66897476
541,299,9,4745.94384765625,173,2.2530968076820943,-47814.533158159444,-34702713.20213292
542,152,0,79850.0546875,174,2.2530968076820943,1485.013840647219,-34701228.18829227
543,299,0,112567.1875,174,2.2530968076820943,-41826.05674323291,-34743054.24503551
544,299,20,10648.3564453125,174,2.2530968076820943,-50384.335637997225,-34793438.5806735
545,299,4,207941.75,174,2.2530968076820943,-100566.67957600065,-34894005.2602495
546,299,12,40222.94140625,174,2.2530968076820943,-22659.02109843022,-34916664.28134793
547,299,2,71222.1640625,174,2.2530968076820943,-103033.89061677881,-35019698.17196471
548,299,31,12634.4169921875,174,2.2530968076820943,-188667.24606129917,-35208365.418026015
549,299,32,87673.5,174,2.2530968076820943,-81334.7750166024,-35289700.19304262
550,299,4,13148.95703125,174,2.2530968076820943,-5173.128901742835,-35294873.32194436
551,299,7,5812.23291015625,174,2.2530968076820943,-35376.79517791017,-35330250.11712227
552,299,14,49570.95703125,174,2.2530968076820943,-11692.345485862703,-35341942.462608136
553,299,11,4739.95263671875,174,2.2530968076820943,-41210.72974122279,-35383153.19234936
554,7,0,37161.16796875,175,2.2530968076820943,2223.3683894581204,-35380929.8239599
555,299,22,74940.8984375,175,2.2530968076820943,-108536.3770332481,-35489466.20099315
556,299,21,67371.0625,175,2.2530968076820943,-4020.211570930257,-35493486.412564084
557,258,30,8717.3515625,176,2.2530968076820943,4847.154452116323,-35488639.25811197
558,299,13,6467.0078125,176,2.2530968076820943,22943.56551781882,-35465695.69259415
559,25,0,4766.39794921875,177,2.2530968076820943,4077.3913990767783,-35461618.30119507
560,299,6,6829.98486328125,177,2.2530968076820943,-89560.98139460209,-35551179.282589674
561,299,34,4651.79443359375,177,2.1404419672979893,6745.3502027186705,-35544433.93238696
562,194,12,133017.609375,178,2.1404419672979893,-214887.57408951366,-35759321.50647647
563,299,6,9776.6884765625,178,2.1404419672979893,-116774.9146467606,-35876096.42112323
564,299,2,31021.078125,178,2.1404419672979893,13062.707211574498,-35863033.71391165
565,299,3,8553.2587890625,178,2.1404419672979893,-53273.626590548694,-35916307.3405022
566,299,18,81431.3828125,178,2.1404419672979893,-29839.747359731748,-35946147.08786193
567,299,5,36690.61328125,178,2.1404419672979893,-137926.89746436445,-36084073.9853263
568,299,25,27073.046875,178,2.1404419672979893,-8946.368295505372,-36093020.3536218
569,299,0,2914.237060546875,178,2.1404419672979893,827.2760736487686,-36092193.07754815
570,299,5,5692.64990234375,178,2.1404419672979893,-46548.68789709615,-36138741.76544525
571,94,0,2878.751953125,179,2.1404419672979893,7141.739119123225,-36131600.02632613
572,299,3,84425.34375,179,2.1404419672979893,-44033.953341355176,-36175633.979667485
573,37,0,60935.91015625,180,2.1404419672979893,-17498.323785416218,-36193132.3034529
574,299,14,14802.1357421875,180,2.1404419672979893,-155509.6748515317,-36348641.97830443
575,299,0,21271.447265625,180,2.1404419672979893,26478.380782201286,-36322163.59752223
576,299,10,26354.552734375,180,2.1404419672979893,2939.142963870733,-36319224.45455836
577,299,14,45491.97265625,180,2.1404419672979893,-102071.62850639941,-36421296.08306476
578,299,27,17225.302734375,180,2.1404419672979893,-40983.389778322,-36462279.47284308
579,299,7,14541.7158203125,180,2.1404419672979893,-102344.01893732804,-36564623.49178041
580,299,50,18989.986328125,180,2.1404419672979893,-47784.93980728766,-36612408.431587696
581,299,36,127940.0625,180,2.03341986893309,-155574.16738965226,-36767982.59897735
582,299,29,27377.921875,180,2.03341986893309,-133560.2675023899,-36901542.86647974
583,299,0,127298.0,180,2.03341986893309,26752.751703622587,-36874790.11477612
584,299,0,61317.21875,180,2.03341986893309,19082.923842563385,-36855707.190933555
585,299,8,9936.3623046875,180,2.03341986893309,-86385.87614759823,-36942093.06708115
586,299,21,46053.05859375,180,2.03341986893309,-238889.86788552123,-37180982.934966676
587,299,16,13394.68359375,180,2.03341986893309,-31250.799770349546,-37212233.73473702
588,299,3,13430.2109375,180,2.03341986893309,-73936.88275026326,-37286170.61748729
589,299,29,36870.546875,180,2.03341986893309,-53045.02445486979,-37339215.64194216
590,299,5,8971.0966796875,180,2.03341986893309,-8101.812783554957,-37347317.45472571
591,11,0,3075.445556640625,181,2.03341986893309,2692.2738618243698,-37344625.18086389
592,299,10,42573.96484375,181,2.03341986893309,-49642.96004964237,-37394268.14091353
593,79,0,4481.802734375,182,2.03341986893309,-14496.55341413822,-37408764.69432767
594,48,0,63078.109375,183,2.03341986893309,5120.09806291547,-37403644.59626475
595,299,8,4602.19287109375,183,2.03341986893309,-72509.46253204449,-37476154.05879679
596,299,7,7408.400390625,183,2.03341986893309,-2027.6080394913806,-37478181.666836284
597,299,26,29155.509765625,183,2.03341986893309,-145483.1232917191,-37623664.790128
598,299,7,27424.681640625,183,2.03341986893309,-245146.73755060064,-37868811.5276786
599,299,1,36519.640625,183,2.03341986893309,25907.644814696832,-37842903.8828639
